WST10|-29.731312,126.474609,249.0|2016-07-04T15:15:04.122+05:30|22.9354910852304|984.6241974424197|71.04550042098694|SUNNY
WST3|-30.794071,130.693359,378.0|2016-07-04T15:15:05.320+05:30|23.623440866230972|970.2701265173996|71.2958081846704|SUNNY
WST9|-25.844724,118.212891,0.0|2016-07-04T15:15:05.658+05:30|22.97963817565218|1013.25|71.06187202986244|RAINY
WST2|-32.143371,124.013672,0.0|2016-07-04T15:15:06.028+05:30|19.157004032637094|1013.25|69.46795885352779|RAINY
WST5|-26.946884,119.794922,300.0|2016-07-04T15:15:06.378+05:30|24.866040945430765|979.0985819597325|71.72304640845198|SUNNY
WST11|-28.811309,130.341797,159.0|2016-07-04T15:15:06.718+05:30|23.023154548097285|994.8637858603864|71.0779676573404|RAINY
WST6|-29.118895,121.552734,350.0|2016-07-04T15:15:07.018+05:30|24.213956749905066|973.4557353668952|71.50270985196158|SUNNY
WST4|-29.731312,122.958984,257.0|2016-07-04T15:15:07.451+05:30|23.41332269888127|983.7673172803986|71.2204367664229|SUNNY
WST1|-33.911759,118.037109,412.0|2016-07-04T15:15:07.753+05:30|22.359748646092257|966.3173404059495|70.82798668631249|SUNNY
WST7|-30.491601,125.068359,168.0|2016-07-04T15:15:08.048+05:30|22.19484493768559|993.7811599363046|70.76428875322054|RAINY
WST8|-28.348223,121.376953,0.0|2016-07-04T15:15:08.345+05:30|21.047268009495728|1013.25|70.3029180712328|RAINY
